id,file_name,mos,light,color,noise,exposure,nature,content_recovery,description
i_16_D,i_16_D.png,6.29333,3.125,3.4375,3.1875,3.5625,3.5625,3.4375,"The image has bright brightness with no shadows, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
i_16_E,i_16_E.png,3.53333,2.75,2.4375,2.3125,2.75,2.0625,2.3125,"The image has moderate brightness, medium color contrast,appearing somewhat unrealistic, slight noise and well-controlled exposure conditions, presenting a  unnatural appearance."
i_16_F,i_16_F.png,6.10625,3.5625,3.25,3.5625,3.625,3.5625,3.3125,"The image has moderate brightness with no shadows, low color contrast,highly saturated colors that appear unnatural, severe noise, resulting in a very blurry and well-controlled exposure conditions, presenting a  unnatural appearance."
i_16_G,i_16_G.png,2.64667,3.3125,2.1875,2.625,1.5,1.75,2.4375,"The image has moderate brightness, low color contrast with an overall yellowish tone, slight noise and Severe exposure on the windows and ceiling making it difficult to discern colors and details in those areas, presenting a  unnatural appearance."
i_16_H,i_16_H.png,4.73333,3.3125,3.0,2.875,3.0,2.75,2.8125,"The image has bright brightness with no shadows, high color contrast with harmonious colors, obvious noise on certain objects and in the bottom left corner and local exposure on the ceiling painting, presenting a  unnatural appearance."
i_16_I,i_16_I.png,7.04667,3.4375,3.875,3.625,3.8125,3.5625,3.5625,"The image has bright brightness with no shadows, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
i_16_J,i_16_J.png,5.675,2.4375,3.25,3.25,3.5625,3.1875,3.0,"The image has moderate brightness,but slightly dark brightness making some details unclear, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
i_17_A,i_17_A.png,2.46667,2.625,2.0625,3.125,1.375,1.8125,2.125,"The image has dim brightness with some areas still in shadow, low color contrast, slight noise and Severe exposure on the window and indoor chandelier, turning the window into a glaring light source, presenting a  unnatural appearance."
i_17_B,i_17_B.png,5.24667,3.8125,2.6875,3.375,2.4375,2.75,3.5,"The image has bright brightness with no shadows but is excessively bright, low color contrast,veiled in a white haze with low color saturation and an overall white tone, obvious noise,giving it the appearance of an aged photograph and local exposure, particularly on the chandelier and window light, presenting a  unnatural appearance."
i_17_C,i_17_C.png,7.03333,3.75,3.75,3.6875,3.5625,3.75,3.6875,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
i_17_D,i_17_D.png,3.4625,3.4375,2.4375,3.5,1.5625,2.3125,2.6875,"The image has bright brightness with no shadows, low color contrast with muted colors, slight noise and Severe exposure on the window and indoor chandelier, obscuring the wooden frame in the middle of the window, presenting a  unnatural appearance."
i_17_E,i_17_E.png,5.68125,4.0625,3.0,2.8125,2.9375,2.75,3.6875,"The image has bright brightness with no shadows, high color contrast with vibrant and highly saturated colors, obvious noise especially noticeable on the ceiling and the far left of the image and local exposure on the window light, presenting a  natural appearance."
i_17_F,i_17_F.png,5.8625,3.4375,3.0,3.5625,3.4375,3.0625,3.5,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
i_17_G,i_17_G.png,4.44,3.5625,2.8125,3.5625,1.93333,2.93333,3.0625,"The image has moderate brightness, medium color contrast, severe noise and local exposure on the window light and chandelier, presenting a  unnatural appearance."
i_17_H,i_17_H.png,4.4,2.125,2.6875,3.25,3.3125,3.0625,2.5625,"The image has dim brightness with some areas still in shadow,obscuring details and resulting in darker colors, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
i_17_I,i_17_I.png,3.4125,3.4375,2.375,2.0625,2.5,1.5,2.75,"The image has moderate brightness, low color contrast, slight noise and Severe exposure on the window light and indoor chandelier, making the window area particularly glaring, presenting a  unnatural appearance."
i_17_J,i_17_J.png,5.13571,3.8125,3.25,3.25,2.0,3.06667,3.375,"The image has bright brightness with no shadows, medium color contrast, slight noise and local exposure on the window and indoor chandelier, presenting a  unnatural appearance."
p_1_A,p_1_A.png,2.99375,3.5625,2.875,1.625,2.875,1.75,2.5625,"The image has dim brightness with a dim environment, low color contrast, slight noise and local exposure in the sky, presenting a  unnatural appearance."
p_1_B,p_1_B.png,3.9375,3.0625,2.5,1.9375,3.0625,2.3125,2.6875,"The image has moderate brightness, medium color contrast, severe noise in the sky and well-controlled exposure conditions, presenting a  unnatural appearance."
p_1_C,p_1_C.png,3.65333,3.73333,2.625,2.5,1.9375,2.4375,2.625,"The image has bright brightness, medium color contrast, obvious noise and Severe exposure in the sky, completely obscuring the original scenery and colors, presenting a  unnatural appearance."
p_1_D,p_1_D.png,3.7625,3.4375,2.9375,2.1875,3.5,2.0625,2.5625,"The image has moderate brightness, medium color contrast, obvious noise on the mountain peaks and on the person and well-controlled exposure conditions, presenting a  unnatural appearance."
p_1_E,p_1_E.png,4.525,2.875,3.0625,3.0,3.0,2.875,2.9375,"The image has moderate brightness, medium color contrast, obvious noise and local exposure on the left side of the sky, presenting a  natural appearance."
p_1_F,p_1_F.png,6.46,3.375,3.8125,3.4375,3.875,3.5,3.5,"The image has moderate brightness, medium color contrast, severe noise on the mountain peaks and local exposure conditions, presenting a  natural appearance."
p_1_G,p_1_G.png,5.12,3.0,3.375,1.8,3.375,2.875,3.0,"The image has moderate brightness, medium color contrast, severe noise,unclear details on clothing and local exposure conditions, presenting a  natural appearance."
p_1_H,p_1_H.png,3.9125,2.0,2.5,3.25,3.1875,2.5625,2.3125,"The image has bright brightness with insufficient lighting, medium color contrast, severe noise in the sky and local exposure conditions, presenting a  unnatural appearance."
p_1_I,p_1_I.png,2.6375,2.75,2.0,2.9375,1.8125,1.875,2.0625,"The image has moderate brightness, low color contrast on the person, obvious noise and Severe exposure in the sky, presenting a  unnatural appearance."
p_1_J,p_1_J.png,5.84667,2.9375,3.5,3.125,3.8125,3.1875,3.3125,"The image has moderate brightness, high color contrast with vibrant colors in the sky, slight noise and well-controlled exposure conditions, presenting a  unnatural appearance."
p_2_A,p_2_A.png,5.25625,3.3125,3.375,3.5625,3.4375,3.25,3.125,"The image has moderate brightness, low color contrast, severe noise in the trees and ground and Severe exposure on the right side, glaringly bright light, presenting a  unnatural appearance."
p_2_B,p_2_B.png,1.95625,3.5625,2.0,1.8125,1.6875,1.25,1.9375,"The image has moderate brightness, high color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
p_2_C,p_2_C.png,7.3,4.0,3.9375,3.75,3.6875,3.875,3.75,"The image has bright brightness with all elements visible, high color contrast, slight noise on the trees and well-controlled exposure conditions, presenting a  natural appearance."
p_2_D,p_2_D.png,6.41333,3.625,3.625,3.5625,3.625,3.625,3.5,"The image has bright brightness with ample and natural lighting, high color contrast, slight noise on the trees and well-controlled exposure conditions, presenting a  natural appearance."
p_2_E,p_2_E.png,5.76,2.2,3.0625,3.5625,3.6875,3.25,3.0625,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
p_2_F,p_2_F.png,2.8875,3.25,2.625,3.125,1.5,1.9375,2.2,"The image has moderate brightness, medium color contrast, obvious noise in the trees and Severe exposure behind the person obscuring the original scene entirely, presenting a  unnatural appearance."
p_2_G,p_2_G.png,2.74,3.5,2.5,2.6875,1.5625,1.9375,2.4375,"The image has moderate brightness, medium color contrast, severe noise in the trees and on the ground and Severe exposure behind the person obscuring the original scene entirely, presenting a  unnatural appearance."
p_2_H,p_2_H.png,2.94667,3.0625,2.375,2.125,2.75,1.75,2.375,"The image has moderate brightness, medium color contrast, obvious noise on the person, trees, and ground and local exposure conditions, presenting a  unnatural appearance."
p_2_I,p_2_I.png,5.3,3.5,3.75,3.5,2.6875,3.0625,3.3125,"The image has bright brightness with no shadowed areas, high color contrast, slight noise on the trees and well-controlled exposure conditions, presenting a  natural appearance."
p_2_J,p_2_J.png,6.55333,3.375,3.6875,3.625,3.6875,3.625,3.4375,"The image has moderate brightness, high color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
p_3_A,p_3_A.png,3.475,3.3125,2.25,2.1875,2.375,2.1875,2.625,"The image has moderate brightness, medium color contrast, severe noise and local exposure near the candle, presenting a  unnatural appearance."
p_3_B,p_3_B.png,4.025,2.875,2.6875,2.625,2.75,2.25,2.8125,"The image has moderate brightness, medium color contrast, severe noise near the candle and local exposure near the candle, presenting a  unnatural appearance."
p_3_C,p_3_C.png,4.99375,3.375,3.625,2.125,3.375,3.125,2.9375,"The image has bright brightness, high color contrast with harmonious and somewhat warm colors, obvious noise and local exposure conditions, presenting a  natural appearance."
p_3_D,p_3_D.png,4.6,3.5,2.75,3.0,2.875,2.875,2.9375,"The image has moderate brightness, low color contrast,a reddish hue on faces obvious noise and Severe exposure on the candle to the left, presenting a  unnatural appearance."
p_3_E,p_3_E.png,4.43125,1.93333,2.75,3.3125,3.4375,3.125,2.6875,"The image has dim brightness with insufficient lighting, medium color contrast with harmonious but somewhat muted colors, obvious noise present in shadowed areas and on the candle and local exposure conditions, presenting a  natural appearance."
p_3_F,p_3_F.png,4.28125,3.0,3.0,2.0625,2.875,2.75,2.75,"The image has moderate brightness, medium color contrast, obvious noise resulting in a blurry and somewhat dirty appearance and local exposure conditions, presenting a  unnatural appearance."
p_3_G,p_3_G.png,5.08125,3.125,3.5,3.125,3.4375,3.25,2.9375,"The image has moderate brightness, high color contrast with very low color saturation, obvious noise and local exposure conditions, presenting a  natural appearance."
p_3_H,p_3_H.png,3.8875,2.6875,2.75,2.125,3.25,2.375,2.6875,"The image has moderate brightness, medium color contrast, obvious noise and local exposure conditions, presenting a  unnatural appearance."
p_3_I,p_3_I.png,1.18,2.6875,1.625,1.3125,2.375,1.25,1.4375,"The image has dim brightness, low color contrast, severe noise present in certain objects and shadowed areas and Severe exposure conditions, presenting a  natural appearance."
